Make,Model,Variant,Ex-Showroom_Price (in Rupees),Displacement(in cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity(in Litres),Fuel_Type,Height(in mm),Length(in mm),Width(in mm),Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase(in mm),Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space(in),CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight(in Kg),Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,ASR_/_Traction_Control,Cruise_Control,USB_Ports
Nissan,Micra,Xv Cvt,781686,1198,3,12,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Petrol,1530,3825,1665,Hatchback,5,12 km/litre,23 km/litre,19.34 km/litre,5,154 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,175/60R15,175/60R15,Electric Power,All Windows,Remote,77PS@6000rpm,104Nm@4400rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2450,15x5.5j Alloy,Yes,Yes,CD Player with USB & Aux-in,Yes,No,24 months /50000 Kms (whichever comes first),Yes,Internal,251,Yes,Yes,No,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,No,No,No,No,Yes,No,No,Yes,No,No,No,1
Nissan,Micra,Xvd,812964,1461,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Diesel,1525,3825,1665,Hatchback,5,19.5 km/litre,19.5 km/litre,23.08 km/litre,5,150 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,175/60R15,175/60R15,Electric Power,All Windows,Remote,64PS@4000rpm,160Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2450,15x5.5j Alloy,Yes,Yes,CD Player with USB & Aux-in,Yes,No,24 months /50000 Kms (whichever comes first),Yes,Internal,251,Yes,Yes,No,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.65 meter,Yes,Driver & Front Passenger,Manual Air conditioning with cooling and heating,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1425,"Driver frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,No,No,No,No,Yes,No,No,No,No,No,No,1
Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1102689,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09 km/litre,23 km/litre,28.09 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,195/55R16,195/55R16,Electric Power,All Windows,Remote,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Analog,2,5,Leather,Manual,2650,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510,No,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1590,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,980689,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09 km/litre,23 km/litre,28.09 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,Remote,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2650,185/65R15,No,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",510,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,All Rows,1590,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,1062689,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09 km/litre,23 km/litre,28.09 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,Remote,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2650,185/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",510,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1590,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,No,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,881689,1462,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,12 km/litre,23 km/litre,21.56 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2650,185/65R15,No,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1520,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,958689,1462,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,21.56 km/litre,23 km/litre,21.56 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,2,5,Leather,Manual,2650,185/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",510,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1520,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,No,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,997689,1462,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,12 km/litre,23 km/litre,21.56 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,195/55R16,195/55R16,Electric Power,All Windows,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,2,5,Leather,Manual,2650,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510,No,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1520,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,980689,1462,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,12 km/litre,23 km/litre,20.28 km/litre,4,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2650,185/65R15,No,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",510,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1520,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,1058688,1462,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,12 km/litre,23 km/litre,20.28 km/litre,4,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2650,185/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",510,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1520,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,1098689,1462,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,12 km/litre,23 km/litre,20.28 km/litre,4,170 mm,Ventilated Disc,Drum,McPherson Strut,Torsion Beam,195/55R16,195/55R16,Electric Power,All Windows,Remote,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Analog,2,5,Leather,Automatic,2650,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510,No,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1520,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.5L Alpha,1138189,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,26.82 km/litre,23 km/litre,26.82 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,195/55R16,195/55R16,Electric Power,All Windows,Remote,94Bhp@4000RPM,225Nm@1500-2250rpm,Digital,Analog,Analog,2,5,Leather,Manual,2650,195/55R16,Yes,Yes,USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510,No,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1590,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,No,No,Manual Adjustment,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.5L Delta,997689,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,26032 km/litre,23 km/litre,26.32 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,Remote,94Bhp@4000RPM,225Nm@1500-2250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2650,185/65R15,No,2,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",510,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,All Rows,1590,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,1
Maruti Suzuki,Ciaz,1.5L Zeta,1109189,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,26.32 km/litre,23 km/litre,26.32 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,Remote,94Bhp@4000RPM,225Nm@1500-2250rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2650,185/65R15,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years /40000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",510,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Fully automatic climate control,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,All Rows,1590,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,No,Yes,2,Yes,Yes,No,No,No,No,Manual Adjustment,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,1
Skoda,Rapid,1.6 Mpi Ambition,998599,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12 km/litre,15.41 km/litre,15.41 km/litre,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2552,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1680,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,No,No,No,Yes,No,No,No,No,1
Skoda,Rapid,1.5 Tdi Cr Ambition,1129599,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,14.5 km/litre,21.13 km/litre,21.13 km/litre,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2552,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1750,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,1
Skoda,Rapid,1.5 Tdi Cr Ambition At,1249599,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,14.5 km/litre,21.72 km/litre,21.72 km/litre,7,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2552,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1770,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,1
Skoda,Rapid,1.6 Mpi Style At,1243599,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12 km/litre,14.84 km/litre,14.84 km/litre,7,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2552,185/60R15,No,Yes,Not on offer,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1710,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,1
Skoda,Rapid,1.5 Tdi Cr Style At,1399599,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,18 km/litre,21.72 km/litre,21.72 km/litre,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2552,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1770,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1
Skoda,Rapid,1.5 Tdi Cr Style,1273599,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,18 km/litre,21.13 km/litre,21.13 km/litre,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1750,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,Manual Adjustment,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,1
Skoda,Rapid,1.6 Mpi Style,1115599,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12 km/litre,15.41 km/litre,15.41 km/litre,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2552,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"With Remote, Internal",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1680,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,1
Skoda,Rapid,1.6 Mpi Ambition At,999599,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12 km/litre,14.84 km/litre,14.84 km/litre,5,163 mm,Ventilated Disc,Drum,McPherson suspension with lower triangular links and torsion stabiliser,Compound link crank-axle,185/60R15,185/60R15,Electro-Hydraulic,All Windows,Remote,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2552,185/60R15,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",460,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years /100000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,Fully automatic climate control,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,All Rows,1710,"Driver frontal airbag, Front passenger frontal airbag",Yes,No,Yes,No,2,Yes,Yes,No,No,No,Yes,Manual Adjustment,No,Yes,No,No,No,No,No,Yes,No,No,No,No,1
